mmsi,vessel_name,flag,vessel_type,length_m,gear_type,total_visits,total_hours_in_mpa,mean_speed_knots,max_speed_knots,speed_std_knots,visits_with_fishing,visits_with_dark_periods,total_violations,weighted_violations,critical_count,high_count,medium_count,low_count,violation_types,dark_events,total_dark_hours,avg_dark_hours,gap_events,total_gap_hours,violation_score,dark_vessel_score_norm,fishing_score,repeat_visit_score,anomaly_score,is_anomaly,flag_state_risk,composite_risk_score,risk_category
258013740,VIKINGBANK,NOR,TRAWLERS,,,1,7.212777777777777,0.0,0.0,0,1,0,1,0.1,0,0,0,1,ILLEGAL_FISHING,0,0.0,0.0,0,0.0,0.01,0.0,0.03606388888888889,0.1,0.0,0,0.25,0.0585,LOW
232023129,F/V TIGER`S 2,GBR,TRAWLERS,,,1,6.588611111111111,0.0,0.0,0,1,0,1,0.1,0,0,0,1,ILLEGAL_FISHING,0,0.0,0.0,0,0.0,0.01,0.0,0.03294305555555555,0.1,0.0,0,0.25,0.0577,LOW
259242000,STOREKNUT,NOR,FISHING,,,1,6.323333333333333,0.0,0.0,0,1,0,1,0.1,0,0,0,1,ILLEGAL_FISHING,0,0.0,0.0,0,0.0,0.01,0.0,0.03161666666666667,0.1,0.0,0,0.25,0.0574,LOW
219029579,RUTH,DNK,TRAWLERS,,,1,11.221944444444444,0.0,0.0,0,1,0,1,0.1,0,0,0,1,ILLEGAL_FISHING,0,0.0,0.0,0,0.0,0.01,0.0,0.05610972222222222,0.1,0.0,0,0.2,0.056,LOW
219030593,ISAFOLD,DNK,TRAWLERS,,,1,10.01361111111111,0.0,0.0,0,1,0,1,0.1,0,0,0,1,ILLEGAL_FISHING,0,0.0,0.0,0,0.0,0.01,0.0,0.05006805555555555,0.1,0.0,0,0.2,0.0545,LOW
257372000,OESTERBRIS,NOR,OTHER_PURSE_SEINES,,,1,3.946666666666667,0.0,0.0,0,1,0,1,0.1,0,0,0,1,ILLEGAL_FISHING,0,0.0,0.0,0,0.0,0.01,0.0,0.019733333333333335,0.1,0.0,0,0.25,0.0544,LOW
219731000,BEINUR,DNK,TRAWLERS,,,1,8.42611111111111,0.0,0.0,0,1,0,1,0.1,0,0,0,1,ILLEGAL_FISHING,0,0.0,0.0,0,0.0,0.01,0.0,0.04213055555555555,0.1,0.0,0,0.2,0.0525,LOW
232003486,ANTARES,GBR,FISHING,,,1,1.9041666666666666,0.0,0.0,0,1,0,1,0.1,0,0,0,1,ILLEGAL_FISHING,0,0.0,0.0,0,0.0,0.01,0.0,0.009520833333333333,0.1,0.0,0,0.25,0.0519,LOW
257032500,CHRISTINA E,NOR,OTHER_PURSE_SEINES,,,1,1.0686111111111112,0.0,0.0,0,1,0,1,0.1,0,0,0,1,ILLEGAL_FISHING,0,0.0,0.0,0,0.0,0.01,0.0,0.005343055555555556,0.1,0.0,0,0.25,0.0508,LOW
257521000,GERDA MARIE,NOR,FISHING,,,1,0.9447222222222222,0.0,0.0,0,1,0,1,0.1,0,0,0,1,ILLEGAL_FISHING,0,0.0,0.0,0,0.0,0.01,0.0,0.004723611111111112,0.1,0.0,0,0.25,0.0507,LOW
257120500,HAVGLANS,NOR,OTHER_PURSE_SEINES,,,1,0.5405555555555557,0.0,0.0,0,1,0,1,0.1,0,0,0,1,ILLEGAL_FISHING,0,0.0,0.0,0,0.0,0.01,0.0,0.0027027777777777783,0.1,0.0,0,0.25,0.0502,LOW
235060277,QUANTUS PD379,GBR,TRAWLERS,,,1,0.34055555555555556,0.0,0.0,0,1,0,1,0.1,0,0,0,1,ILLEGAL_FISHING,0,0.0,0.0,0,0.0,0.01,0.0,0.0017027777777777779,0.1,0.0,0,0.25,0.0499,LOW
257061650,STRAND SENIOR,NOR,OTHER_PURSE_SEINES,,,1,0.17,0.0,0.0,0,1,0,1,0.1,0,0,0,1,ILLEGAL_FISHING,0,0.0,0.0,0,0.0,0.01,0.0,0.0008500000000000001,0.1,0.0,0,0.25,0.0497,LOW
232025939,LUNAR BOW,GBR,TRAWLERS,,,1,0.16944444444444445,0.0,0.0,0,1,0,1,0.1,0,0,0,1,ILLEGAL_FISHING,0,0.0,0.0,0,0.0,0.01,0.0,0.0008472222222222223,0.1,0.0,0,0.25,0.0497,LOW
211313600,PESORSA DOS  (GNS),DEU,SET_LONGLINES,,,1,4.9975,0.0,0.0,0,1,0,1,0.1,0,0,0,1,ILLEGAL_FISHING,0,0.0,0.0,0,0.0,0.01,0.0,0.0249875,0.1,0.0,0,0.2,0.0482,LOW
211285880,ORTEGAL TRES,DEU,SET_LONGLINES,,,1,2.193888888888889,0.0,0.0,0,1,0,1,0.1,0,0,0,1,ILLEGAL_FISHING,0,0.0,0.0,0,0.0,0.01,0.0,0.010969444444444445,0.1,0.0,0,0.2,0.0447,LOW
